userName,at,content
Pengguna Google,2025-03-26 07:09:45,THE ORDER!!!
Pengguna Google,2025-03-26 07:02:52,"menyenangkan,semoga bisa update kedepannya bisa lebih bagus lagi"
Pengguna Google,2025-03-26 06:58:54,"Secara keseluruhan bagus, tetapi ada beberapa karakter yang tidak dapat bersuara saat berbicara ketika archon quest berlangsung."
Pengguna Google,2025-03-26 06:55:18,seru
Pengguna Google,2025-03-26 06:54:06,gem dermawan baik dan sangat tidak KIKIR yahj😜🤭🤟🤙🙏🏻
Pengguna Google,2025-03-26 06:44:30,"Gamenya bagus,bagi yang tidak suka game kompetitif"
Pengguna Google,2025-03-26 06:41:27,"AKU MAU RAIDEN,btw game nya bagus"
Pengguna Google,2025-03-26 06:38:26,game bagus banget serasa main di dunia anime rasanya jadi aku rating bintang lima😋
Pengguna Google,2025-03-26 06:27:12,👍👍
Pengguna Google,2025-03-26 06:26:57,game dari Hoyoverse bagus-bagus semua 👍👍
Pengguna Google,2025-03-26 06:26:15,good
Pengguna Google,2025-03-26 06:25:46,update nya maksaa bangettt
Pengguna Google,2025-03-26 06:24:52,"terlalu pelit.. capek grinding, game jadi membosankan karena harus explore sampai mampus"
Pengguna Google,2025-03-26 06:23:59,ngelek
Pengguna Google,2025-03-26 06:23:12,ga ngotak pengunduan datanya anjir 32gb. gw pas lagi di dowload ud mau 3gb malah ke reset
Pengguna Google,2025-03-26 06:20:44,Seru coy walaupun gk pernah hoki dpt karakter b5
Pengguna Google,2025-03-26 06:18:02,"visualnya cakep banget,(sayangnya kikir)"
Pengguna Google,2025-03-26 06:16:34,bagus sekali lee
Pengguna Google,2025-03-26 06:12:09,"banyakin char cowok woi, ini bukan game barbie"
Pengguna Google,2025-03-26 06:08:28,ini sih game terbaik sih gameplaynya bagus terusss tapi kalo kalah ret off nangis sih tapi jujur gameplaynya asik bngt karakter nya juga lucu lucu
Pengguna Google,2025-03-26 06:07:20,gamenya bagus my tipe
Pengguna Google,2025-03-26 06:05:22,"Tolong dengarkan feedback dari player, cukup itu aja"
Pengguna Google,2025-03-26 06:04:10,"game nya bagus grafik nya bagus kalo device nya oke ,cuma di update yang terbaru tolong perbanyak karakter cowok b5 limited soalnya sekarang kebanyakan karakter baru b5 cewek dan karakter cowok nya b4"
Pengguna Google,2025-03-26 06:01:34,👍
Pengguna Google,2025-03-26 06:01:12,ouwevevevewewewequeq osas masi kurang primonya nih🫩
Pengguna Google,2025-03-26 05:58:58,"ini satu satunya game yang paling lama ku mainkan bayangkan kurang lebih 5 tahun masih belum tamat.. untung game nya bagus, cerita bagus, tema nya bagus jadi masih excited dengan update setiap patch nya. update yang paling ditunggu pastinya quest archon atau map baru🔥.."
Pengguna Google,2025-03-26 05:53:04,game bagus cuy😁👍👍
Pengguna Google,2025-03-26 05:39:44,seru
Pengguna Google,2025-03-26 05:37:36,"Saya suka sekali dengan game ini, menceritakan perjalanan traveler dari penjuru bangsa, fitur fitur yang ada di game nya sudah keren, kalo bisa di versi selanjutnya lebih dioptimalkan lagi agar tidak ada lag"
Pengguna Google,2025-03-26 05:36:56,"game best forever, meski kadang sinyal agak ngelag tapi.. ni game, game pertama yang buat gw se amazed bgt"
Pengguna Google,2025-03-26 05:36:45,"GAME DERMAWAN SAMA PLAYERNYA,SETIAP UPDATE PASTI BANSOSNYA MELIMPAH, MAKASIH BANYAK HOYO😁"
Pengguna Google,2025-03-26 05:35:03,Terlalu panjang ceritanya bolak balik ke tempat yg sama loading lama eh tiba tiba disconnect
Pengguna Google,2025-03-26 05:33:53,"Berikan Aku xianyun dan xilonen dengan low pity + menang rate off, kan ku pastikan kau mendapatkan bintang 5"
Pengguna Google,2025-03-26 05:30:51,"game ini bagus banget, pemandangan nya sangat cantik, tapi kalau f2p Ar tinggi pasti genshin mulai boring karena gak ada lagi yang perlu di kerjain"
Pengguna Google,2025-03-26 05:30:13,"bagus cuman, perbanyak karakter laki"" jangan perempuan terus"
Pengguna Google,2025-03-26 05:29:47,Cukup Bagus Untuk Pemula
Pengguna Google,2025-03-26 05:28:34,bagus karna aku suka venti😘
Pengguna Google,2025-03-26 05:28:05,"Game nya seru, grafik nya juga bagus tapi minusnya banyak pengisi suaranya yang demo jadi bnyak karakter yang GK ada suaranya."
Pengguna Google,2025-03-26 05:24:29,"Dari segi explorasi itu yang paling memuaskan,semoga bisa di improve dari segi lain karena menurut saya dari segi selain explorasi masih kurang"
Pengguna Google,2025-03-26 05:22:43,game terbaik👍
Pengguna Google,2025-03-26 05:22:08,jgn terlalu pelit lah mihoyo
Pengguna Google,2025-03-26 05:17:03,lumayan lah
Pengguna Google,2025-03-26 05:09:41,"Game nya sangat bagus, grafik bagus dan desain yang menarik tapi terkadang tiba tiba saat main game nya...terkadang keluar sendiri dari gamenya padahal tidak ada yang menekankan untuk keluar dari game, dan juga game nya cepat mengurangi daya baterai"
Pengguna Google,2025-03-26 05:06:39,ini game bukan sembarang game ini kek ceritanya yang bagus ada world quest nya terus misteri belum terpecahkan tentang traveler jadi hoyo please bikin genshin impact yang ke 2 biar bisa tau gimana tentang karakternya riset tapi nantinya ada pilihan yang mungkin boleh lebih 1 terus nantinya ada satu traveler lagi buat kita klo kita milihnya keduanya nanti karakternya pke topi Cowboys yang pasti bukan chasca jadi please bikin lagi satu traveler buat milih karakternya itu lebih 1 gitu hoyo
Pengguna Google,2025-03-26 05:06:08,"lorng pda klo ngeluh gda tombol skip, ga support, mengompilasi shadernya lama mah itu emng device lo yg kentang, mikir dkit knapa? dikira genshin game ringan segajat raya apa yg size nya 30+gb gitu? lo klo mau lancar main genshin cloud, msih ngeluh jg ngntrinya seabad? ydh buang aj hp nya slh sndiri hp nya kntank, mslh gda tombol skip? emng iya bnyk dialog nya cuma cerita gini nilai utama dri game ini nyesel jg klo di lwtin aja, gda wktu? ya nunggu wktu luang kan bisa, gosh di paksain orng FOMO"""
Pengguna Google,2025-03-26 05:05:16,mantap
Pengguna Google,2025-03-26 05:04:05,terlalu sulit untuk mendapatkan karakter B5 nya
Pengguna Google,2025-03-26 05:02:23,saya sangat menyukai game ini walaupun bikin pusing dikit tapi saya tetap menyukainya
Pengguna Google,2025-03-26 05:00:40,Ayo dong.. masa udah 3 tahun rewardnya bgtu terusss
Pengguna Google,2025-03-26 04:35:02,Waw
Pengguna Google,2025-03-26 04:34:23,"seru, bagus dan menyenangkan"
Pengguna Google,2025-03-26 04:34:06,genhsin impact Game paling bagus
Pengguna Google,2025-03-26 04:23:21,tidak asik karena tidak ladang primo
Pengguna Google,2025-03-26 03:49:13,Huhh pilih kasih minimal kasih karakter b5 standar lah
Pengguna Google,2025-03-26 01:21:55,DAWEI PLS BUAT DOTTORE PLAYABLE! PLSS I'LL DO ANYTHING! 😭
Pengguna Google,2025-03-26 01:20:34,👍
Pengguna Google,2025-03-26 01:01:00,game nya bagus sumpah dah
Pengguna Google,2025-03-26 00:09:03,"Aku main genshin udh cukup lama, dan aku suka genshin karena story nya bagus n menarik, dunianya indah, karakternya bagus2.tapi yang saya gak suka,ini gamenya terlalu kebanyakan perempuan daripada laki-laki nya dan untuk meningkatkan level 50 an nya agak susah, tetapi game nya masih bagus dan seru dan bisa main bareng sama temen, dan kita bisa buat dunia sendiri (serenitia pot) di situ kita bisa kreasi sendiri dan semakin lama update nya semakin bagus dan event nya ya lumayan lah seru."
Pengguna Google,2025-03-25 23:19:31,"Kepada Sang developer yang baik cantik tampan gagah berani, game kalian sangat menarik dan seru, jadi berikan saya char b5 limited plisssssss, i love genshin"
Pengguna Google,2025-03-25 22:41:18,good
Pengguna Google,2025-03-25 22:30:51,Buat story bisa di skip
Pengguna Google,2025-03-25 22:29:15,"Woi ini kapan sopport gamepad di tablet android?, masa' zzz bisa genahit gabisa?"
Pengguna Google,2025-03-25 22:28:22,"Saya suka sekali dengan game ini, gamenya santai dan seru.. Dari segi alur cerita itu sangat best sih menurut saya, apa lagi pas udah nyampe Fontaine. Desain karakter juga bagus, tapi kenapa setiap rilis karakter itu munculnya cewe ya? Kaya jarang banget ada char cowo gitu, oke sekian terima kasih👍💖💕"
Pengguna Google,2025-03-25 22:22:38,"Bagus bgt si mulai dari grafiknya gameplaynya, minusnya HP gw sesek napas njirr, gakuat lagi udah"
Pengguna Google,2025-03-25 21:46:06,minus nya cuman gak ada fitur skip
Pengguna Google,2025-03-25 21:42:39,kikir
Pengguna Google,2025-03-25 20:57:31,"game nya bagus, tapi tolong kepada pihak genshin kouta saya abi"
Pengguna Google,2025-03-25 20:51:24,game nya sanget seru dan menarik
Pengguna Google,2025-03-25 20:50:23,tambahin primonya🗿
Pengguna Google,2025-03-25 20:44:30,kikir impack
Pengguna Google,2025-03-25 20:24:04,nice game
Pengguna Google,2025-03-25 20:20:13,gamenya seru
Pengguna Google,2025-03-25 19:45:12,"ini geme bagus banget deh..masih ga nyangka game seseru ini gratis apalagi grafik nya yg wow, seru banget pas Co-op bareng temen..bisa nemenin eksplor, lawan bos di world itu, dll"
Pengguna Google,2025-03-25 19:09:23,Bagus
Pengguna Google,2025-03-25 17:56:59,jelek game kikir
Pengguna Google,2025-03-25 17:37:21,UPDATE WOII
Pengguna Google,2025-03-25 17:20:18,game nya bagus banget grafik nya juga ngak lag pokoknya bagus dah
Pengguna Google,2025-03-25 17:01:44,"too much fan service and characters for male glaze, it's so disgusting and ickkk."
Pengguna Google,2025-03-25 17:00:20,"woy hoyo buatkan karakter genshin yang aschendnya pake bambu, ni bambu sa suda 700+ ini tidak tersentuh kecuali buat bingkai China liyue itu, sama buatkan juga yang bisa aschen pakai tidalga ya. makasih."
Pengguna Google,2025-03-25 16:58:45,bagus
Pengguna Google,2025-03-25 16:52:16,gamenya bagus
Pengguna Google,2025-03-25 16:48:44,Mantap
Pengguna Google,2025-03-25 16:23:47,nice
Pengguna Google,2025-03-25 15:54:37,"permainannya bagus sedikit menarik, apalagi dmg nya beh tidak sesuai ekspektasi 🫩"
Pengguna Google,2025-03-25 15:13:25,"mantap, tapi kebanyakan player butuh tombol skip story 🙏🙏"
Pengguna Google,2025-03-25 15:06:59,mengunduh data nya agak lama aku aja sampai ke tiduran tapi belum selesai mengunduh data nya
Pengguna Google,2025-03-25 14:51:51,Si Alan Akun saya tidak sengaja Terhapus F
Pengguna Google,2025-03-25 14:48:00,game nya bagus tapi usahakan untuk lebih mendengarkan saran player nya
Pengguna Google,2025-03-25 14:36:15,min hoyo saya sangat sedih karna kalah rate of😢
Pengguna Google,2025-03-25 14:27:27,"minim bansos, grafik pas-pasan, kikir, desain character kurang, quest kadang bosenin"
Pengguna Google,2025-03-25 14:24:12,sistem gacha ampas aku dah pity 180 kali gak dapat dapat karakter B5 palingan cuma karakter B4 terus
Pengguna Google,2025-03-25 14:06:32,In ludo est excitando
Pengguna Google,2025-03-25 13:53:33,"Aduhay, hokinyo"
Pengguna Google,2025-03-25 13:51:58,terlalu pelit untuk player baru
Pengguna Google,2025-03-25 13:51:18,game nya ga ada fitur talanjang nya
Pengguna Google,2025-03-25 13:47:08,"game kikir ppek, niatnya ambil sign Furina malah dpet sign Wrio, dislike"
Pengguna Google,2025-03-25 13:23:10,bug hitam natlan
Pengguna Google,2025-03-25 12:45:39,game nya Udah bagus tapi kikir banget padahal udah spin di pity 80 malah dapat qiqi dan saat menyepin lagi di pty 30 juga belum dapat dasar game Kikir game tolol
Pengguna Google,2025-03-25 12:34:35,"(komplain 1) as much as i love genshin story, tolong, implementasikan event dengan lore yang jalan, jangan filler patch ga guna kaya perang kumbang kek, bikin film kek, ini ntar mau bikin iklan, like what? kurangin main-mainnya, agak serius gitu, udah mau ke snezhnaya ini. (komplain 2) imbangi rasio gender karakter (komplain 3) kasihan player yang mc lumine, kaya ga dianggap wkwk (komplain 4) karakter random malah dikasih rarity 5 star, padahal ga relevan sama story. udah sekian"
Pengguna Google,2025-03-25 12:09:25,"kikir, suka gak bisa login jugak, Ama KIKIR"
Pengguna Google,2025-03-25 11:35:43,"QOL Nanggung/Gak begitu guna, sinyal sering ilang padahal internet cepet, Kebanyakan Yapping dan gak disediain tombol skip buat ngehemat waktu. beberapa Design,Ekspresi,postur,gerakan karakter di In game kurang, KIKIR! SAPI PERAH!"
Pengguna Google,2025-03-25 11:32:23,"Tolong dong Bang Hoyo, kasih fitur skip untuk melewati pembicaraannya dong"
Pengguna Google,2025-03-25 11:13:29,mantabb
Pengguna Google,2025-03-25 10:46:00,gamenya kikir gacha kalah terus
Pengguna Google,2025-03-25 10:30:39,keren
Pengguna Google,2025-03-25 10:23:43,game bgs selalu menang rate of trs low pity musuh nya rata rata ez
Pengguna Google,2025-03-25 10:10:50,yae miko cantik bet
Pengguna Google,2025-03-25 09:25:06,bagus
Pengguna Google,2025-03-25 09:18:56,I love it
Pengguna Google,2025-03-25 08:23:29,open word
Pengguna Google,2025-03-25 08:16:58,lelah dengan sistem gacha artefaknya yang sangat sampah
Pengguna Google,2025-03-25 07:54:29,"Mungkin ini adalah salah satu game open world terbaik di era modern seperti sekarang, aku harap bisa jadi salah satu pengembang game ini😊"
Pengguna Google,2025-03-25 07:16:41,kasih banyak bansos primo dong hoyo
Pengguna Google,2025-03-25 06:51:44,"bejir, datanya 30 giga lebih"
Pengguna Google,2025-03-25 06:12:17,seru juga
Pengguna Google,2025-03-25 06:08:45,"Gg Wak Nih Game Seru,Apalagi Ada Bebep Furina, saya Kasih rating 1 Krena Furina Nya Gk Nyata😁"
Pengguna Google,2025-03-25 05:39:49,"tolong tambahkan fitu merubah tanggal lahir,,"
Pengguna Google,2025-03-25 05:35:55,ini gimana sih ngunduh datanyaa lamaaaaaa bangett 1 jam anjir
Pengguna Google,2025-03-25 05:13:09,ezzz banget gw maen seminggu udah max aja
Pengguna Google,2025-03-25 04:28:19,gamenya seru
Pengguna Google,2025-03-25 04:07:42,"salah satu game terbaik yg pernah saya mainin, dari visual serta bgm sangat menarik, begitu pula dengan story ny. intinya mantap ni game"
Pengguna Google,2025-03-25 03:45:21,"menurut saya sudah cukup bagus dan cukup indah ada hal bikin saya bosan dalam permainan ini yaitu tombol ""skip"" karena kenapa setiap kali saya bermain quest tidak penting atau penting itu cukup bosan saya mohon tambahkan tombol skip agar player lain gak bosan lagi"
Pengguna Google,2025-03-25 03:23:05,kikir bgt
Pengguna Google,2025-03-25 02:36:37,gameplay bagus sangat jarang kita bisa menemui game seperti begini di handphone tapi saya kasih bintang 4 karena tiap saya gacha saya tidak pernah beruntung saya kurang tahu ini saya yang tidak beruntung atau gamenya aja yang pelit
Pengguna Google,2025-03-25 02:27:34,Bgus
Pengguna Google,2025-03-24 23:50:10,sangat menikmati story quest nya
Pengguna Google,2025-03-24 23:47:34,"seruuuu.. udh cocok ama ni game drpd ww, tpi untuk bansos nya lah ama banyakin event primogem nya aja"
Pengguna Google,2025-03-24 23:06:12,"Sebenarnya game nya sudah bagus, grafik yang memanjakan mata dan story' nya enggak kalah seru juga,cuma game ini kikir dalam mendapatkan Primo dan juga susah mendapatkan artefak yang bagus untuk karakter,tolong dipermudah untuk mendapatkan artefak yang bagus untuk karakter,seperti game adik nya (hrs)🤡🤡, dan juga tolong diperbaiki jaringan nya, pliss dimudahkan untuk mendapatkan ARTEFAK YANG BAGUS, KARENA GUE UDAH MUAK SELALU MENDAPATKAN ARTEFAK YANG JELEK! tolong dibaca"
Pengguna Google,2025-03-24 22:50:52,Supri mujidin agus dan sugi kurang menyukai geme ini
Pengguna Google,2025-03-24 22:31:46,semoga hari ku win rate off terus
Pengguna Google,2025-03-24 22:24:43,game nya bagus banget game yang paling ku suka tapi unduhannya di cepetin sedikit ya seharian aku nunggu nya jadi aku kasih rating 4/5
Pengguna Google,2025-03-24 22:10:29,gamenya sangat seru cuman akan lebih seru lagi kalau bisa emot seperti di game batle royale
Pengguna Google,2025-03-24 21:54:22,Nice
Pengguna Google,2025-03-24 21:45:47,absolute cinema
Pengguna Google,2025-03-24 20:55:58,masih pemula
Pengguna Google,2025-03-24 20:33:22,good
Pengguna Google,2025-03-24 20:22:50,menarik
Pengguna Google,2025-03-24 20:16:26,"genshin tolong perbaiki bug pada game kamu , saya sedang mengerjakan quest ""kembali ke pemilik aslinya"" saya juga sudah menunggu pada waktu yang ditentukan , tetapi tidak ada yang keluar, saya sudah 1 bulan menunggu tetapi tetap tidak ada perubahan sedikit , kalau begitu berarti saya tidak dapat primogem nya .."
Pengguna Google,2025-03-24 19:48:45,bagus bangeet
Pengguna Google,2025-03-24 19:47:35,gacha nya gacor Alhamdulillah dawei baik
Pengguna Google,2025-03-24 19:20:01,"Cih. Mantap coy tapi tolong hoyoverse tambah fitur skip di dalognya, seperti zzz"
Pengguna Google,2025-03-24 18:56:14,karakter saya hilang yang saya gacha sebelum di hapus pas di download lagi hilang :'(
Pengguna Google,2025-03-24 18:20:54,gen nya bagus gak ngebosenin cocok buat Ngabuburit nih gwu request in nih gem worth it buat gweh mainin dan loh juga
Pengguna Google,2025-03-24 17:44:37,mengompilasi shader lama banget segala ngeframe gamenya semoga diperbaiki lah jangan ngeframe game nya
Pengguna Google,2025-03-24 17:20:41,keren
Pengguna Google,2025-03-24 17:04:30,good
Pengguna Google,2025-03-24 16:44:40,semoga samsung a16 5g ku kuat 😀
Pengguna Google,2025-03-24 16:37:03,game nya udah bagus grapis bagus tapi download data nya bikin kesel anjir bisa sampe 31ribu tolong lah di kurangi
Pengguna Google,2025-03-24 15:09:00,Fitur crafting item agak ribet harus ke crafting bench dulu. Fragile resin juga dibatasin 5 jadinya harus bolak baling crafting. tolong dipermudah aja lah. udah Artefak busuk nguli harus bertahun tahun crafting item malah dipersulit.
Pengguna Google,2025-03-24 15:04:26,"Game nya memang berat tapi terbayar sama Gameplay dan grafik nya,bagus lah kalo kata gw ni game."
Pengguna Google,2025-03-24 14:41:29,👍
Pengguna Google,2025-03-24 14:33:07,keren
Pengguna Google,2025-03-24 14:31:31,boleh gk loding nya agak cepat?
Pengguna Google,2025-03-24 13:34:06,masterpiece
Pengguna Google,2025-03-24 12:53:18,sangat seru sekali
Pengguna Google,2025-03-24 11:50:07,kapan fitur skip dialog sama kalo buat event yang lebih niat lah hadiah nya biasanya GK sampe dapat 1000 primo atau lebih di zzz setiap ada event pasti lebih dari satu dan hadiah yang di dapat double lagi
Pengguna Google,2025-03-24 11:47:07,seru dan story nya bagus
Pengguna Google,2025-03-24 11:41:14,Sangat menarik untuk di mainkan dan seru banyak tempat tempat luas
Pengguna Google,2025-03-24 11:24:11,sangat menyenangkan
Pengguna Google,2025-03-24 11:18:24,game bagus kalau bisa ditingkatkan tolong ditingkatkan lagi gamenya ☺️☺️
Pengguna Google,2025-03-24 11:02:59,Nice game
Pengguna Google,2025-03-24 10:47:46,"gajelas banget, padahal udah nunggu sampe 10034 MB, ditinggal keluar bentar eh malah ulang 34 MB, gimanasi"
Pengguna Google,2025-03-24 10:16:41,waktu itu aku liat hame ini di youtube game nya kayak seru gitu tapi karena berat aku gak dowload dan swkarang karna banyak yang main gensin inpact aku jadi tertarik buat dowload dan sekarang udah bisa dowloaf dan nyoba main aku harap game ini bagus karna udah berharap banyak soalnya
Pengguna Google,2025-03-24 09:33:54,game baik berikan aku 10000 primo
Pengguna Google,2025-03-24 09:24:15,"game nya sangat bagus,tapi kalo soal story memang agk membosankan karena NPC nya itu yapping mulu.Dari segi yang lain .ah bagus bgt note:kalo bisa di gacha weapon di hilangkan sistem rate on rate of nya supaya gk perlu dikecewain am senjata langit lg🙏🙏🙏"
Pengguna Google,2025-03-24 08:35:07,Best MMORPG Game In The World!!!!
Pengguna Google,2025-03-24 08:14:01,hp kentang gausah main
Pengguna Google,2025-03-24 07:01:51,"game terbaik yg pernah saya mainkan mulai dari world building, story, musik semuanya saya suka kecuali 1 yg bikin gw kesel yaitu gacha nya yg ampas terus"
Pengguna Google,2025-03-24 06:43:12,kikir tapi terbaik
Pengguna Google,2025-03-24 04:45:27,grafisnya lebih di optimalkan lagi biar agak ringan
Pengguna Google,2025-03-24 04:34:55,suka aja.
Pengguna Google,2025-03-24 02:04:15,alur game mudah di pahami
Pengguna Google,2025-03-24 00:25:03,menyenangkan sekali
Pengguna Google,2025-03-24 00:23:34,Adventure Terbaik
Pengguna Google,2025-03-24 00:01:45,"yahh, meskipun handphone saya kentang masih bisa main,I like,,hehehhehehehe"
Pengguna Google,2025-03-23 23:54:19,"developer hoyoverse gak ada otak. masak map muluk di gedein tapi konten di setiap map gak ada yang bagus. map kosong explore buat cari chest doang. seharus,nya kayak wuthering wave lah. map di isi dengan musuh yang bisa bertarung sendiri antar musuh. biar player ada yang di tonton pas explore. dan di map tambahin kendaraan kayak pet kuda atau naga atau apalah. jangan di natlan doang tapi di semua map biar seru. Ama bug ce hilangkan jangan jadikan ciri khas game"
Pengguna Google,2025-03-23 23:09:56,need gamepad support for Android
Pengguna Google,2025-03-23 22:28:07,Banyak bug jadi tolong di perbaiki supaya saya bisa mendapatkan karakter zhongli dan nahida secara gratis🗿😏🤑🤑🤑
Pengguna Google,2025-03-23 22:03:50,I rest for awhile coz my phone can't play.. now I comeback to play .. my account has been deleted.. and admin not gave feedback how to find my account...
Pengguna Google,2025-03-23 21:02:30,njir download datanya lama sama nguras kuota sampe 25 gb an
Pengguna Google,2025-03-23 21:01:55,"bagus banget! cuma... waktu gachanya itu loh, hehe, tapi overall bagus banget!! story nya bagus, visual nya bagus. tapi sayangnya ni game berat 🙂‍↔️🙏 ( bahasa indonesia nya kueren pol!, also dub japan nya 🤭 )"
Pengguna Google,2025-03-23 20:53:51,game genshin impact ini cukup keren sekali dan dapat melihat perjalanan seorang pengembara dengan paimon
Pengguna Google,2025-03-23 20:20:10,game edan paling mahal topup nya tolong juga kalo reconect itu ada fitur skip dialognya masa main game isinya dialog mulu terlalu banyak karakter perempuannya juga tambahin juga voice over Indonesia
Pengguna Google,2025-03-23 20:09:03,aku suka gamenya tapi kenapa setiap kali gacha di acquaiant fate dapetnya selalu diluc dan kalau rate on dapatnya juga diluc tidak ada Hero lain apa jadi kesal jadinya main game ini
Pengguna Google,2025-03-23 20:03:14,"game kikir dah nabung Primo 2 bulan buat furina malah dapet keqing c2 sama tighnari c2, kedepannya kalo Baner nya karakter itu dapet nya karakter itu bukan karakter lain.mau aneh tapi game cina"
Pengguna Google,2025-03-23 19:05:23,"ini game seru, aku menang rate off 8 kali"
Pengguna Google,2025-03-23 18:57:59,jelek
Pengguna Google,2025-03-23 18:44:17,mantap
Pengguna Google,2025-03-23 18:12:37,"game paling bagus sedunia game paling the best of the best dah, aranaranya lucu tapi quest nya enggak🗿"
Pengguna Google,2025-03-23 17:56:33,game babik
Pengguna Google,2025-03-23 17:08:14,game jelek loading sangat lama sampai ber jam jam
Pengguna Google,2025-03-23 16:45:09,ok
Pengguna Google,2025-03-23 16:42:10,gem kikir nomor 1 setelah ml
Pengguna Google,2025-03-23 16:41:29,game nya bagus cuma minus nya pas dowload data lama dan pas lag / jaringan eror pasti harus dowload ulang dah lama dowload nya malah suruh ngulang
Pengguna Google,2025-03-23 16:00:40,good job optimasi buat user² kentang biar makin bayak playernya
Pengguna Google,2025-03-23 15:55:16,"genshin makin kesini makin kesana. banyak bngt fanservice dr chr cewenya dan chr cowohya tuh kurang bangett, pls lah player cewe juga banyakk. bansos kurang lagi, gacha ampasss. natlan udh mulai keluar dari topik genshin bgt. DAN WOY CAPITANO KENAPA MATIIIII??! Ya tp game ini bagus sih, open world nya bagus, desain chr nya jg bagus kecuali varessa. questnya tuh ga bosenin. yaa gua hatap sih genshin bakal ngeluarin banyak chr cowo, soalnya tuh chr cowo kurang bgt malah ganservice dibanyakin."
Pengguna Google,2025-03-23 15:26:50,YES I love it I love it!!
Pengguna Google,2025-03-23 15:11:38,"game nya sih bagus, tapi tidak disarankan untuk HP kentang (seperti saya :3)"
Pengguna Google,2025-03-23 15:10:00,sangat 👌
Pengguna Google,2025-03-23 14:50:39,apalah login lama banget 😡
Pengguna Google,2025-03-23 14:33:27,nice
Pengguna Google,2025-03-23 14:17:10,love u genshin🫀🫀👉🏻👈🏻
Pengguna Google,2025-03-23 14:14:51,Grafik mantap tapi Download Data nya lama kalo pas update lagi download Datanya di kurang ya Jangan terlalu lama
Pengguna Google,2025-03-23 14:09:29,bagus
Pengguna Google,2025-03-23 13:15:54,hp gue meledak jir
Pengguna Google,2025-03-23 11:42:31,mengunduh datanya lama banget hampir mau 1 jam
Pengguna Google,2025-03-23 11:42:16,"saya sudah download data,tetapi saat ingin download berkas nya hp saya sering mati sendiri dan mengulang mohon perbaiki jika tetap seperti itu"
Pengguna Google,2025-03-23 11:05:57,sangat memuaskan.
Pengguna Google,2025-03-23 11:03:29,MANTAP
Pengguna Google,2025-03-23 10:53:31,bagus
Pengguna Google,2025-03-23 10:06:51,"berjalan dengan baik di settingan low-medium-high 60fps di poco X6 5g. sangat recommended bagi teman yang suka petualangan, hack n slash, dan storyline. bagus banget, optimasiin lagi performanya yaa, atau bisa ngurangin render distance"
Pengguna Google,2025-03-23 10:06:17,nicee
Pengguna Google,2025-03-23 09:27:39,bagus
Pengguna Google,2025-03-23 08:35:31,"game nya gak jelas tiba tiba download data lagi, padahal tadi pagi bisa"
Pengguna Google,2025-03-23 07:10:39,Overall game nya bagus.... enjoy your Journey
Pengguna Google,2025-03-23 07:01:08,bagus banget sih
Pengguna Google,2025-03-23 06:26:13,cool
Pengguna Google,2025-03-23 05:43:48,"g99 Masi kuat medium,EMG bagus bet nih game 🔥"
Pengguna Google,2025-03-23 05:36:55,"untuk game nya bagus bgt karena gw dah main cukup lama. cuma di versi saat ini tuh gamenya berat bgt ,berat ny di mode co op pas event dan itu sangat menggangu yg dimana yg harusnnya skornya tinggi malah jadi paling bawah gara2 co op mungkin tmn2 juga yg main game ini dan hp ny dah gak ngedukung dan pas2 an grafik rendah ngerasa kalo setiap event yg ad co op ny itu pasti berat. Sedikit masukan ya kalo ad event mending co op ad tapi yg solo juga ad biar g terlalu berat efek samping nya"
Pengguna Google,2025-03-23 03:04:54,mantap👍👍👍👍👍
Pengguna Google,2025-03-23 01:52:00,👍👍👍
Pengguna Google,2025-03-23 01:38:31,seru side quest dan misi misinya seru tetapi ada yang kurang dikit tentang... side questnya tolong kasih fitur skip karena setiap perkataannya seperti ada yang penting ada yang nggak penting jadi tolong kasih fiturnya
Pengguna Google,2025-03-23 00:34:21,谢谢
Pengguna Google,2025-03-23 00:04:59,absolute story ✋😐🤚
Pengguna Google,2025-03-22 23:59:43,"HOYO...tolong lah... bansosnya jangan dicicil...kalo bisa kasih Primo itu 300 kalo ga 400 lah...biar ga pelit banget...dan juga...dimohon ya hoyoverse...tambahkan fitur skip dialog...dan juga tolong lah...jangan kepanjangan kalo buat dialog...download datanya dikecilkan sedikit ya.... minimal 17 GB kalo ga 15/13 GB an...yang normal aja...hargai yang ram 4 lah HOYO...tolong banget... download datanya juga jangan besar banget....sudah segitu saja keluhan saya,semoga dibaca sama hoyoverse..."
Pengguna Google,2025-03-22 23:45:14,Ambashin
Pengguna Google,2025-03-22 23:25:19,makasih game baik
Pengguna Google,2025-03-22 22:30:13,"min tolong dong adain fitur tuker senjata sama temen ataupun akun ke 2,soalnya gacha senjatanya suka kebalik"
Pengguna Google,2025-03-22 22:18:12,Game ini bagus walaupun pas update loading nya lama.satu lagi mihoyo tolong rerunin klee🙏🙏
Pengguna Google,2025-03-22 22:10:20,"updatenya terlalu besar, malas download"
Pengguna Google,2025-03-22 21:45:44,game nya seru
Pengguna Google,2025-03-22 21:38:09,ini game nya enak seru
Pengguna Google,2025-03-22 21:28:23,game nya udah bagus tapi kok susah banget dapatin primogem tolong dong cari primogem lumayan gampang
Pengguna Google,2025-03-22 20:44:13,i hate the gacha sistem!
Pengguna Google,2025-03-22 20:42:39,gak bisa skip storri quest plus rate off 90 bjir
